Gene,Monomer,Covert_Expression,Li_Expression
yraK,G7640-MONOMER,11.3563333333,3.000000
rsmI,G7641-MONOMER,29.0453666667,46.000000
lpoA,G7642-MONOMER,67.5846333333,62.000000
yraN,G7643-MONOMER,91.8872,51.000000
diaA,YRAO-MONOMER,60.7648666667,90.000000
yraP,G7644-MONOMER,74.0821,79.000000
yraQ,G7645-MONOMER,25.5405,38.000000
yraR,G7646-MONOMER,6.72976666667,10.000000
yhbP,G7648-MONOMER,13.9516666667,9.000000
yhbQ,G7649-MONOMER,53.9626,18.000000
yhbS,G7650-MONOMER,157.946833333,86.000000
yhbT,G7651-MONOMER,363.013,112.000000
yhbU,G7652-MONOMER,39.9548333333,1.000000
yhbV,G7653-MONOMER,16.0223,2.000000
yhbW,G7654-MONOMER,24.8526,14.000000
deaD,EG10215-MONOMER,204.103666667,481.000000
nlpI,EG12371-MONOMER,987.510233333,653.000000
pnp,EG10743-MONOMER,699.4559,694.000000
rpsO,EG10914-MONOMER,3137.8939,5549.000000
truB,EG11177-MONOMER,136.522566667,276.000000
rbfA,EG11178-MONOMER,132.288066667,311.000000
infB,EG10505-MONOMER,400.916833333,827.000000
nusA,EG10665-MONOMER,280.2997,697.000000
rimP,EG11179-MONOMER,208.9194,636.000000
yhbX,G7655-MONOMER,3.1089,3.000000
secG,SECG,434.029766667,3452.000000
ftsH,EG11506-MONOMER,279.028233333,642.000000
rlmE,EG11507-MONOMER,274.507533333,284.000000
yhbY,EG12794-MONOMER,431.953766667,531.000000
greA,EG10415-MONOMER,68.8883666667,279.000000
obgE,G7656-MONOMER,48.1663333333,292.000000
yhbE,EG11499-MONOMER,35.6593,285.000000
rpmA,EG50002-MONOMER,3031.53833333,6202.000000
rplU,EG50001-MONOMER,3213.45936667,7005.000000
mlaB,G7658-MONOMER,149.741466667,220.000000
mlaC,G7659-MONOMER,130.824266667,234.000000
mlaD,EG12799-MONOMER,83.1493,189.000000
mlaE,YRBE-MONOMER,52.753,156.000000
mlaF,YRBF-MONOMER,77.1013,136.000000
hpf,EG11681-MONOMER,443.305133333,167.000000
ptsN,EG11682-MONOMER,220.545566667,154.000000
rapZ,EG12146-MONOMER,178.357933333,121.000000
npr,EG12147-MONOMER,57.9725666667,50.000000
yrbL,G7667-MONOMER,286.3805,74.000000
mtgA,G7668-MONOMER,57.3322333333,31.000000
elbB,EG11383-MONOMER,47.6340666667,98.000000
arcB,ARCB-MONOMER,64.2202333333,29.000000
yhcC,G7669-MONOMER,6.60766666667,2.000000
gltF,EG11514-MONOMER,19.5946,15.000000
yhcA,EG11515-MONOMER,1.08873333333,1.000000
yhcD,G7670-MONOMER,7.6279,2.000000
yhcG,G7674-MONOMER,6.5323,5.000000
yhcH,G7675-MONOMER,8.7698,7.000000
dcuD,YHCL-MONOMER,3.99493333333,1.000000
sspB,EG10978-MONOMER,169.182866667,632.000000
sspA,EG10977-MONOMER,345.2019,658.000000
rpsI,EG10908-MONOMER,2317.99083333,9251.000000
rplM,EG10874-MONOMER,4190.17216667,7749.000000
yhcM,G7680-MONOMER,25.6002666667,23.000000
yhcB,G7681-MONOMER,523.558066667,209.000000
degQ,G7682-MONOMER,27.1857,30.000000
degS,EG11652-MONOMER,26.6846333333,48.000000
yhcN,G7683-MONOMER,110.262166667,46.000000
yhcO,G7684-MONOMER,4.0923,5.000000
aaeB,G7685-MONOMER,3.7684,6.000000
aaeA,G7686-MONOMER,10.4093,6.000000
aaeX,G7687-MONOMER,40.1280666667,6.000000
tldD,G7689-MONOMER,84.7007666667,95.000000
rng,EG11299-MONOMER,76.5267,86.000000
yhdE,EG11298-MONOMER,78.1477333333,101.000000
mreD,EG10610-MONOMER,38.5913666667,136.000000
mreC,EG10609-MONOMER,41.055,231.000000
mreB,EG10608-MONOMER,137.882833333,548.000000
csrD,EG10018-MONOMER,24.3211333333,28.000000
yhdH,EG11315-MONOMER,32.2901,26.000000
yhdT,G7693-MONOMER,10.4880333333,73.000000
prmA,EG11497-MONOMER,58.7063333333,129.000000
dusB,EG11311-MONOMER,230.1022,1170.000000
yhdJ,EG11498-MONOMER,3.82743333333,5.000000
yhdU,G7694-MONOMER,2.60336666667,16.000000
yhdV,G7695-MONOMER,10.4368333333,4.000000
yhdX,YHDX-MONOMER,3.4131,1.000000
yhdY,YHDY-MONOMER,1.48563333333,1.000000
yhdZ,YHDZ-MONOMER,5.7389,6.000000
yrdA,G7696-MONOMER,134.977666667,46.000000
yrdB,G7697-MONOMER,65.6210333333,97.000000
tsaC,G7698-MONOMER,55.7339666667,157.000000
yrdD,G7699-MONOMER,209.925933333,121.000000
smg,EG11605-MONOMER,271.803933333,137.000000
smf,EG11604-MONOMER,44.7396666667,33.000000
smf,EG11604-MONOMER,44.7396666667,33.000000
def,EG11440-MONOMER,331.1113,278.000000
rsmB,EG12163-MONOMER,56.4801,91.000000
mscL,EG11180-MONOMER,191.436133333,138.000000
yhdN,EG11970-MONOMER,35.4580666667,28.000000
rplQ,EG10878-MONOMER,3813.7376,10607.000000
rpoA,EG10893-MONOMER,4875.8638,11949.000000
rpsD,EG10903-MONOMER,8129.59203333,12444.000000
rpsK,EG10910-MONOMER,3901.44986667,11889.000000
rpsM,EG10912-MONOMER,8155.80806667,12246.000000
rpmJ,EG11232-MONOMER,6955.1495,13215.000000
secY,SECY,3254.9337,11006.000000
rplO,EG10876-MONOMER,4488.04903333,11311.000000
rpmD,EG10888-MONOMER,2905.2151,11199.000000
rpsE,EG10904-MONOMER,3727.92953333,11927.000000
rplR,EG10879-MONOMER,3777.70713333,10710.000000
rplF,EG10869-MONOMER,3959.81743333,11142.000000
rpsH,EG10907-MONOMER,4368.11933333,10562.000000
rpsN,EG10913-MONOMER,8886.54133333,10516.000000
rplE,EG10868-MONOMER,4478.76303333,12510.000000
rplX,EG10884-MONOMER,3283.5434,11876.000000
rplN,EG10875-MONOMER,4440.37093333,13396.000000
rpsQ,EG10916-MONOMER,4914.17186667,11386.000000
rpmC,EG10887-MONOMER,4263.73673333,9284.000000
rplP,EG10877-MONOMER,4505.77266667,8946.000000
rpsC,EG10902-MONOMER,4589.19693333,9553.000000
rplV,EG10882-MONOMER,6750.09893333,10935.000000
rpsS,EG10918-MONOMER,5561.40756667,10161.000000
rplB,EG10865-MONOMER,4083.55526667,10230.000000
rplW,EG10883-MONOMER,7234.2223,9163.000000
rplD,EG10867-MONOMER,2961.59253333,11087.000000
rplC,EG10866-MONOMER,4508.44513333,10066.000000
rpsJ,EG10909-MONOMER,5949.82543333,11053.000000
gspB,EG11263-MONOMER,7.43736666667,6.000000
gspA,G7701-MONOMER,1.77356666667,1.000000
gspC,G7702-MONOMER,2.1293,1.000000
gspD,G7703-MONOMER,3.68966666667,2.000000
gspE,G7704-MONOMER,2.3014,1.000000
gspF,G7705-MONOMER,5.21116666667,1.000000
gspG,G7706-MONOMER,1.02013333333,1.000000
gspH,G7707-MONOMER,1.66853333333,1.000000
gspI,G7708-MONOMER,1.21296666667,2.000000
gspJ,G7709-MONOMER,2.0558,1.000000
gspK,G7710-MONOMER,3.5279,1.000000
gspL,G7711-MONOMER,8.87776666667,2.000000
gspM,EG12173-MONOMER,5.6006,2.000000
gspO,EG11359-MONOMER,18.1278333333,2.000000
bfr,EG10113-MONOMER,133.4087,20.000000
bfd,EG11181-MONOMER,270.5957,14.000000
chiA,EG11237-MONOMER,6.84693333333,10.000000
fusA,EG10360-MONOMER,5225.0568,9266.000000
rpsG,EG10906-MONOMER,3785.06596667,7943.000000
rpsL,EG10911-MONOMER,3820.4554,8609.000000
tusB,G7712-MONOMER,47.9332333333,110.000000
tusC,G7713-MONOMER,24.9499,78.000000
tusD,G7714-MONOMER,62.36,86.000000
fkpA,G7716-MONOMER,295.328233333,361.000000
slyX,EG11664-MONOMER,41.1829666667,130.000000
slyD,EG11663-MONOMER,735.506966667,1238.000000
kefG,G7717-MONOMER,24.7513333333,21.000000
yheS,YHES-MONOMER,50.3875666667,72.000000
yheT,G7718-MONOMER,26.6457,50.000000
yheU,G7719-MONOMER,45.9829333333,44.000000
prkB,EG12365-MONOMER,50.5178,16.000000
yhfA,EG11182-MONOMER,98.5636666667,53.000000
yhfK,G7721-MONOMER,32.6758,32.000000
fic,EG10307-MONOMER,9.0481,5.000000
yhfG,EG12374-MONOMER,18.3619333333,20.000000
ppiA,EG10757-MONOMER,72.8179333333,148.000000
tsgA,YHFC-MONOMER,18.9476333333,55.000000
yhfL,G7722-MONOMER,5.3695,15.000000
yhfS,G7728-MONOMER,2.88903333333,5.000000
yhfT,G7729-MONOMER,2.59196666667,2.000000
yhfU,G7730-MONOMER,9.7174,1.000000
php,G7731-MONOMER,2.9884,1.000000
yhfX,G7733-MONOMER,0.9598,1.000000
yhfY,G7734-MONOMER,4.8527,6.000000
yhfZ,G7735-MONOMER,7.98983333333,13.000000
dam,EG10204-MONOMER,100.832266667,152.000000
damX,EG11183-MONOMER,228.0896,355.000000
hofQ,EG12113-MONOMER,4.1388,1.000000
hofP,G7736-MONOMER,1.6014,1.000000
hofO,G7737-MONOMER,2.06236666667,1.000000
hofN,G7738-MONOMER,2.07176666667,2.000000
hofM,G7739-MONOMER,4.8007,4.000000
yrfF,G7741-MONOMER,20.4197333333,37.000000
yrfG,G7742-MONOMER,51.5158,114.000000
hslR,G7743-MONOMER,74.0012666667,158.000000
hslO,G7744-MONOMER,69.5982666667,229.000000
yhgE,G7745-MONOMER,11.7429,10.000000
envZ,ENVZ-MONOMER,30.7333,48.000000
greB,EG11578-MONOMER,53.4151,39.000000
yhgF,G7746-MONOMER,63.8211333333,122.000000
feoA,EG12101-MONOMER,2763.42706667,22.000000
yhgA,EG11750-MONOMER,12.1937666667,5.000000
gntX,G7747-MONOMER,47.8812,61.000000
nfuA,G7748-MONOMER,349.785433333,378.000000
rtcB,G7751-MONOMER,3.8643,7.000000
glpG,EG10397-MONOMER,51.9734333333,109.000000
yhgN,G7753-MONOMER,13.8200333333,46.000000
gntU,GNTU-MONOMER,5.81193333333,7.000000
yhhW,G7756-MONOMER,25.8982666667,13.000000
yhhX,G7757-MONOMER,117.8404,33.000000
yhhY,G7758-MONOMER,20.4423666667,5.000000
yrhB,G7763-MONOMER,2.96513333333,7.000000
yhhA,EG11184-MONOMER,29.4621666667,9.000000
panZ,EG12211-MONOMER,56.5118666667,42.000000
ftsX,FTSX-MONOMER,39.4271333333,139.000000
ftsE,FTSE-MONOMER,61.4036,185.000000
ftsY,EG10346-MONOMER,73.6943666667,151.000000
rsmD,EG10343-MONOMER,44.4648,41.000000
yhhL,EG12212-MONOMER,35.3765666667,42.000000
yhhM,EG12213-MONOMER,39.0859,45.000000
yhhN,EG12214-MONOMER,67.3422333333,32.000000
tusA,EG12216-MONOMER,40.5675,110.000000
yhhQ,EG12217-MONOMER,8.61283333333,33.000000
dcrB,G7767-MONOMER,255.178966667,249.000000
yhhS,YHHS-MONOMER,33.7287,23.000000
yhhT,EG12220-MONOMER,5.59226666667,5.000000
rhsB,EG10847-MONOMER,3.46013333333,1.000000
yhhH,EG11520-MONOMER,1.3756,3.000000
yhhJ,YHHJ-MONOMER,32.4978,27.000000
rbbA,YHIH-MONOMER,26.0167,34.000000
yhiI,EG12224-MONOMER,38.9352333333,60.000000
yhiJ,EG12225-MONOMER,1.6484,1.000000
yhiM,MONOMER0-2489,2.54113333333,2.000000
yhiN,EG12229-MONOMER,14.0784,65.000000
uspB,EG12231-MONOMER,21.3160666667,18.000000
uspA,EG11390-MONOMER,1823.4648,327.000000
rsmJ,EG12233-MONOMER,15.9743666667,80.000000
prlC,EG11441-MONOMER,68.8883333333,112.000000
rlmJ,EG12234-MONOMER,69.5024666667,71.000000
slp,EG11890-MONOMER,17.7825666667,4.000000
yhiD,EG11400-MONOMER,1.88186666667,1.000000
hdeB,EG11399-MONOMER,65.5253,9.000000
hdeA,EG11398-MONOMER,134.0436,23.000000
hdeD,EG11495-MONOMER,21.9748,7.000000
mdtE,EG12240-MONOMER,3.44066666667,1.000000
mdtF,YHIV-MONOMER,6.42343333333,2.000000
yhjA,EG12244-MONOMER,4.0429,3.000000
yhjD,EG12248-MONOMER,12.6452333333,12.000000
yhjE,YHJE-MONOMER,14.4616333333,10.000000
yhjG,EG12251-MONOMER,42.1462333333,2.000000
yhjH,EG12252-MONOMER,258.056133333,1.000000
yhjJ,EG12254-MONOMER,40.1626666667,55.000000
yhjK,EG12256-MONOMER,11.9674666667,29.000000
bcsC,EG12257-MONOMER,7.8463,10.000000
bcsZ,EG12258-MONOMER,3.89406666667,8.000000
bcsB,EG12259-MONOMER,4.1482,8.000000
bcsA,EG12260-MONOMER,2.91,7.000000
yhjR,EG12262-MONOMER,93.2517,106.000000
bcsE,EG12263-MONOMER,120.082266667,53.000000
bcsF,EG12264-MONOMER,92.7112,38.000000
bcsG,EG12265-MONOMER,25.6188,32.000000
yhjV,YHJV-MONOMER,23.8896333333,29.000000
yhjX,YHJX-MONOMER,258.772233333,1.000000
yhjY,EG12269-MONOMER,24.0608666667,4.000000
tag,EG10986-MONOMER,41.7224333333,20.000000
yiaC,EG12270-MONOMER,20.0783666667,12.000000
yiaD,EG12271-MONOMER,43.8610666667,89.000000
yiaF,EG12273-MONOMER,187.398433333,343.000000
insJ,G7776-MONOMER,2.28613333333,8.000000
insK,G7777-MONOMER,2.0148,6.000000
wecH,EG12274-MONOMER,7.03003333333,5.000000
yiaA,EG11186-MONOMER,2.25156666667,1.000000
bax,EG11360-MONOMER,89.4405333333,113.000000
ysaA,EG12277-MONOMER,46.7501333333,10.000000
sgbU,EG12286-MONOMER,1.50293333333,1.000000
yiaT,EG12288-MONOMER,1.57666666667,4.000000
yiaV,EG12290-MONOMER,1.5488,2.000000
yiaW,EG12291-MONOMER,0.410933333333,2.000000
yiaY,EG12293-MONOMER,0.774266666667,1.000000
selB,EG10942-MONOMER,53.7373,74.000000
yibF,EG11762-MONOMER,29.5828333333,19.000000
yibA,EG11187-MONOMER,6.16513333333,9.000000
yibG,EG11763-MONOMER,2.23486666667,2.000000
yibH,EG11764-MONOMER,1.22473333333,5.000000
yibI,EG11765-MONOMER,3.1041,2.000000
yibL,EG11964-MONOMER,179.444066667,89.000000
trmL,EG11888-MONOMER,23.7146666667,44.000000
secB,SECB,532.1049,674.000000
yibN,EG12295-MONOMER,259.4375,547.000000
envC,EG12297-MONOMER,61.0927333333,112.000000
yibQ,EG12298-MONOMER,18.8126,45.000000
waaH,EG11266-MONOMER,2.5216,3.000000
htrL,EG11188-MONOMER,61.8577,64.000000
mutM,EG10329-MONOMER,11.7878666667,59.000000
rpmG,EG10891-MONOMER,1721.00516667,7551.000000
rpmB,EG10886-MONOMER,3798.37236667,6549.000000
yicR,EG11312-MONOMER,99.7629666667,100.000000
slmA,EG11191-MONOMER,74.4307333333,219.000000
rph,EG10863-MONOMER,35.2809333333,227.000000
yicC,EG11192-MONOMER,105.737866667,141.000000
dinD,EG11193-MONOMER,9.92196666667,4.000000
yicG,EG11683-MONOMER,6.2824,9.000000
ligB,EG11334-MONOMER,4.1993,2.000000
rpoZ,EG10899-MONOMER,476.7246,898.000000
trmH,EG10967-MONOMER,43.3103666667,140.000000
recG,EG10829-MONOMER,31.2725666667,48.000000
yicH,EG11684-MONOMER,55.8290666667,30.000000
yicI,EG11685-MONOMER,6.7729,3.000000
yicJ,YICJ-MONOMER,3.38523333333,1.000000
setC,B3659-MONOMER,0.505066666667,1.000000
yicL,EG11688-MONOMER,22.0852,17.000000
nlpA,EG10657-MONOMER,58.2434666667,17.000000
nepI,YICM-MONOMER,8.21653333333,16.000000
yicN,EG11690-MONOMER,19.7628666667,15.000000
yicO,EG11691-MONOMER,1.36453333333,1.000000
uhpC,UHPC-MONOMER,5.40733333333,10.000000
uhpB,UHPB-MONOMER,4.8742,16.000000
ivbL,EG11275-MONOMER,473.62,291.000000
emrD,EMRD-MONOMER,3.53476666667,40.000000
yidG,EG11695-MONOMER,16.3169333333,8.000000
yidH,EG11696-MONOMER,8.89233333333,8.000000
yidI,EG11697-MONOMER,14.9683666667,7.000000
yidJ,EG11705-MONOMER,2.63936666667,1.000000
yidE,EG11536-MONOMER,18.9948333333,23.000000
ibpB,EG11535-MONOMER,6.99473333333,83.000000
ibpA,EG11534-MONOMER,43.3131333333,176.000000
yidQ,EG11712-MONOMER,97.9637,47.000000
yidR,EG11713-MONOMER,26.261,13.000000
cbrA,EG11714-MONOMER,1.78656666667,3.000000
yidX,EG11719-MONOMER,19.8568666667,14.000000
yidA,EG11195-MONOMER,155.2063,68.000000
yidB,EG11196-MONOMER,19.7986333333,41.000000
gyrB,EG10424-MONOMER,127.596466667,281.000000
recF,EG10828-MONOMER,26.9807,89.000000
dnaN,EG10242-MONOMER,65.6326666667,193.000000
rpmH,EG10892-MONOMER,987.688866667,6975.000000
rnpA,EG10862-MONOMER,257.9249,1407.000000
yidC,YIDC,206.021566667,882.000000
mnmE,EG10997-MONOMER,53.3703666667,90.000000
tnaC,EG11276-MONOMER,20.1511333333,5.000000
mdtL,YIDY-MONOMER,2.99396666667,7.000000
yieE,EG11722-MONOMER,74.8438666667,18.000000
yieF,EG11723-MONOMER,60.2145666667,35.000000
yieH,EG11725-MONOMER,26.9819666667,19.000000
cbrB,EG11726-MONOMER,18.7253666667,7.000000
cbrC,EG11727-MONOMER,13.0971,13.000000
yieK,EG11728-MONOMER,6.22056666667,6.000000
yieL,EG11729-MONOMER,2.15493333333,3.000000
bglH,EG11364-MONOMER,0.771566666667,1.000000
bglB,EG10114-MONOMER,2.01396666667,1.000000
bglG,EG10116-MONOMER,0.211233333333,1.000000
phoU,EG10735-MONOMER,57.8735333333,109.000000
rsmG,EG10376-MONOMER,42.6314,105.000000
mnmG,EG10375-MONOMER,36.2152333333,214.000000
mioC,EG11199-MONOMER,151.2238,264.000000
viaA,EG11730-MONOMER,35.7631333333,12.000000
ravA,EG11731-MONOMER,105.635566667,15.000000
hsrA,YIEO-MONOMER,28.2037333333,10.000000
yieP,EG11733-MONOMER,176.3627,51.000000
yifE,EG11450-MONOMER,358.4835,2278.000000
yifB,EG11260-MONOMER,10.1948333333,2.000000
ilvL,EG11270-MONOMER,271.047033333,1508.000000
ilvM,SMALLILVM-MONOMER,58.5385666667,22.000000
ppiC,EG12352-MONOMER,151.6702,246.000000
rep,EG10837-MONOMER,19.3175666667,60.000000
rhlB,EG10844-MONOMER,342.438166667,239.000000
yifK,YIFK-MONOMER,85.1464333333,206.000000
aslB,EG10090-MONOMER,1.0723,3.000000
aslA,ARYLSULFAT-MONOMER,3.07676666667,2.000000
hemY,EG10434-MONOMER,77.1837,94.000000
yigA,EG11201-MONOMER,89.0814333333,129.000000
xerC,EG11069-MONOMER,101.479133333,82.000000
yigB,EG11202-MONOMER,51.6372666667,61.000000
uvrD,EG11064-MONOMER,45.9504,76.000000
yigF,EG11464-MONOMER,4.5998,13.000000
yigG,EG11465-MONOMER,0.645733333333,4.000000
rarD,EG11466-MONOMER,11.8787,44.000000
yigI,EG11467-MONOMER,14.4689,71.000000
recQ,EG10833-MONOMER,19.3151666667,51.000000
yigM,EG11471-MONOMER,34.2492333333,61.000000
ysgA,G7804-MONOMER,24.8997,7.000000
rmuC,EG11472-MONOMER,20.6323333333,13.000000
yigP,EG11474-MONOMER,43.4907333333,163.000000
tatA,TATA,536.352366667,349.000000
tatB,G7808-MONOMER,214.620233333,280.000000
tatC,EG11479-MONOMER,76.1086,226.000000
tatD,EG11481-MONOMER,12.9889666667,31.000000
tatD,EG11481-MONOMER,12.9889666667,31.000000
pepQ,EG10698-MONOMER,178.7014,118.000000
yigZ,EG11484-MONOMER,59.8769666667,73.000000
yihD,EG11830-MONOMER,103.247733333,118.000000
rdoA,EG11831-MONOMER,58.1292333333,108.000000
yihF,EG11832-MONOMER,3.7022,2.000000
yihG,EG11833-MONOMER,7.78846666667,21.000000
polA,EG10746-MONOMER,94.7367,88.000000
yihA,EG11203-MONOMER,118.0978,171.000000
yihI,EG11835-MONOMER,111.544666667,189.000000
glnL,PROTEIN-NRII,62.5763333333,24.000000
typA,EG11837-MONOMER,457.036733333,959.000000
yihM,EG11839-MONOMER,8.68873333333,7.000000
yihN,YIHN-MONOMER,1.45613333333,4.000000
yihO,YIHO-MONOMER,1.167,2.000000
yihP,YIHP-MONOMER,1.43703333333,1.000000
yihQ,EG11843-MONOMER,1.03206666667,1.000000
yihR,EG11844-MONOMER,1.0828,1.000000
yihS,EG11845-MONOMER,5.043,2.000000
yihT,EG11846-MONOMER,1.42976666667,1.000000
yihV,EG11848-MONOMER,4.13176666667,1.000000
yihX,EG11850-MONOMER,62.1217,55.000000
yihY,EG11851-MONOMER,38.3633666667,29.000000
dtd,EG11852-MONOMER,73.4944333333,66.000000
yiiD,EG11853-MONOMER,59.7832333333,48.000000
yiiF,EG11855-MONOMER,8.60993333333,6.000000
fdhE,EG10284-MONOMER,60.2463333333,121.000000
fdhD,EG11859-MONOMER,20.3188666667,44.000000
yiiG,EG11860-MONOMER,2.49463333333,2.000000
frvX,EG11862-MONOMER,3.0464,3.000000
frvB,FRVB-MONOMER,0.8061,1.000000
frvA,FRVA-MONOMER,0.4313,1.000000
rhaM,EG11865-MONOMER,3.2914,1.000000
yiiM,EG11870-MONOMER,33.9509666667,33.000000
cpxA,CPXA-MONOMER,56.8139,76.000000
yiiQ,EG11874-MONOMER,53.0916666667,20.000000
yiiR,EG11875-MONOMER,18.0929666667,29.000000
yiiS,EG11876-MONOMER,50.6527,47.000000
uspD,EG11877-MONOMER,90.3173333333,37.000000
zapB,EG11878-MONOMER,1214.9635,711.000000
rraA,EG11879-MONOMER,384.238666667,305.000000
hslU,EG11881-MONOMER,174.030333333,396.000000
hslV,EG11676-MONOMER,118.4734,346.000000
ftsN,EG11529-MONOMER,53.4777,133.000000
priA,EG10763-MONOMER,9.9689,26.000000
rpmE,EG10889-MONOMER,3472.30963333,5064.000000
yiiX,EG11882-MONOMER,23.2160333333,27.000000
yijE,EG11902-MONOMER,11.0508666667,11.000000
yijF,EG11903-MONOMER,3.419,2.000000
ptsA,EG11906-MONOMER,1.27933333333,1.000000
frwC,FRWC-MONOMER,0.954066666667,1.000000
frwB,FRWB-MONOMER,2.27266666667,2.000000
frwD,EG11912-MONOMER,5.968,2.000000
eptC,EG11914-MONOMER,59.9585666667,109.000000
yijD,EG11395-MONOMER,128.763033333,125.000000
trmA,EG11022-MONOMER,43.7453333333,144.000000
secE,SECE,440.367966667,1252.000000
nusG,EG10667-MONOMER,306.042266667,1280.000000
rplK,EG10872-MONOMER,3702.16256667,8545.000000
rplA,EG10864-MONOMER,3804.70496667,8182.000000
rplJ,EG10871-MONOMER,6242.789,14153.000000
rplL,EG10873-MONOMER,5072.5156,12304.000000
rpoB,RPOB-MONOMER,549.511966667,1502.000000
rpoC,RPOC-MONOMER,593.6284,1662.000000
yjaZ,EG11429-MONOMER,18.8961333333,12.000000
rsd,EG11738-MONOMER,79.1312333333,58.000000
nfi,EG11915-MONOMER,56.3119,62.000000
yjaG,EG11916-MONOMER,125.734833333,103.000000
yjaH,EG11917-MONOMER,36.2935666667,151.000000
zraS,HYDH-MONOMER,7.9421,6.000000
yjaA,EG11206-MONOMER,5.65646666667,17.000000
yjaB,EG11207-MONOMER,5.9498,12.000000
aceK,ICITDEHASE-KIN-PHOSPHA,28.9757333333,16.000000
yjbB,EG11919-MONOMER,16.0941666667,18.000000
pepE,EG11920-MONOMER,34.1595666667,9.000000
rluF,EG11921-MONOMER,57.1277666667,41.000000
pagB,EG11922-MONOMER,70.1857666667,17.000000
yjbE,EG11923-MONOMER,7.9307,6.000000
yjbH,EG11926-MONOMER,1.24733333333,2.000000
psiE,EG11209-MONOMER,21.1386333333,3.000000
malM,EG10559-MONOMER,7.8582,4.000000
dinF,DINF-MONOMER,10.3229666667,34.000000
yjbJ,EG11928-MONOMER,70.9705333333,56.000000
yjbM,EG11931-MONOMER,0.6325,1.000000
dusA,EG11932-MONOMER,22.3587666667,70.000000
pspG,EG11933-MONOMER,5.70626666667,17.000000
qor,QOR-MONOMER,40.7885333333,14.000000
dnaB,EG10236-MONOMER,80.9025333333,147.000000
yjbQ,EG11935-MONOMER,165.463566667,33.000000
yjbR,EG11936-MONOMER,59.6037,33.000000
uvrA,EG11061-MONOMER,31.0851666667,43.000000
ssb,EG10976-MONOMER,94.6144666667,398.000000
yjcB,EG11937-MONOMER,51.2175,30.000000
yjcC,EG11938-MONOMER,5.4969,2.000000
yjcD,EG11939-MONOMER,49.3990333333,158.000000
yjcE,YJCE-MONOMER,37.8152333333,34.000000
yjcH,YJCH-MONOMER,3.27453333333,2.000000
nrfE,EG11948-MONOMER,1.08806666667,2.000000
nrfF,EG11949-MONOMER,1.2813,2.000000
nrfG,EG11950-MONOMER,2.44933333333,2.000000
yjcO,EG11951-MONOMER,31.7531666667,14.000000
mdtP,EG11952-MONOMER,0.585533333333,1.000000
yjcS,EG11955-MONOMER,0.703566666667,1.000000
phnP,EG10725-MONOMER,5.51096666667,7.000000
phnO,EG10724-MONOMER,5.12076666667,11.000000
phnM,EG10722-MONOMER,0.6346,1.000000
phnI,EG10718-MONOMER,0.5265,1.000000
phnD,PHND-MONOMER,0.428866666667,1.000000
yjdN,EG10712-MONOMER,3.72996666667,2.000000
yjdM,EG10711-MONOMER,69.8721,75.000000
yjdA,EG11210-MONOMER,158.147966667,4.000000
yjcZ,G7823-MONOMER,205.117433333,1.000000
basS,BASS-MONOMER,19.1182333333,31.000000
eptA,EG11613-MONOMER,2.77523333333,32.000000
yjdF,G7825-MONOMER,12.4928,11.000000
dcuS,DCUS-MONOMER,26.6378333333,30.000000
yjdI,G7828-MONOMER,7.8975,4.000000
yjdJ,G7829-MONOMER,12.5475666667,8.000000
yjdK,G7830-MONOMER,42.4799666667,1.000000
cutA,EG12177-MONOMER,62.2718333333,35.000000
fxsA,G7832-MONOMER,20.4298,58.000000
yjeH,B4141-MONOMER,10.8890666667,9.000000
groS,EG10600-MONOMER,1137.47206667,1932.000000
groL,EG10599-MONOMER,732.514266667,2305.000000
yjeI,G7834-MONOMER,148.504066667,141.000000
yjeJ,G7835-MONOMER,10.674,7.000000
epmB,G7836-MONOMER,57.5278666667,64.000000
efp,EG12099-MONOMER,544.178066667,1506.000000
sugE,SUGE-MONOMER,39.3826333333,80.000000
blc,G7837-MONOMER,12.8490333333,2.000000
ampC,EG10040-MONOMER,13.0468666667,23.000000
epmA,EG11211-MONOMER,8.88946666667,56.000000
yjeM,YJEM-MONOMER,1.62306666667,12.000000
yjeN,G7838-MONOMER,4.68106666667,5.000000
yjeO,G7839-MONOMER,21.8771,8.000000
mscM,G7840-MONOMER,12.4227,30.000000
orn,G7842-MONOMER,73.2103,97.000000
queG,G7843-MONOMER,48.7822666667,25.000000
yjeF,EG11758-MONOMER,19.556,28.000000
tsaE,EG11757-MONOMER,26.5066333333,60.000000
mutL,EG11281-MONOMER,45.9274333333,73.000000
miaA,EG10595-MONOMER,380.3568,430.000000
hfq,EG10438-MONOMER,1163.57773333,1057.000000
hflX,EG10437-MONOMER,265.426866667,270.000000
hflK,EG10436-MONOMER,234.736933333,356.000000
hflC,EG10435-MONOMER,219.829533333,370.000000
yjeT,G7844-MONOMER,18.2318,27.000000
rnr,EG11259-MONOMER,84.6491333333,82.000000
rlmB,G7845-MONOMER,40.5086,101.000000
yjfI,G7846-MONOMER,0.830533333333,1.000000
yjfK,G7848-MONOMER,0.513166666667,2.000000
yjfM,G7850-MONOMER,0.483366666667,1.000000
yjfC,EG11812-MONOMER,1.24296666667,1.000000
yjfN,G7851-MONOMER,5.325,7.000000
bsmA,G7852-MONOMER,20.9451333333,9.000000
yjfP,G7853-MONOMER,26.0426333333,5.000000
yjfY,G7861-MONOMER,5.6857,1.000000
